datasetid,recordid,record_timestamp,fields.gc_obo_gare_origine_r_code_uic_c,fields.gc_obo_date_heure_restitution_c,fields.gc_obo_type_c,fields.gc_obo_gare_origine_r_name,fields.gc_obo_nature_c,fields.gc_obo_nom_recordtype_sc_c,fields.date
objets-trouves-restitution,f143427488efae6842d4a344b568b6c088cfb62f,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-12-28T12:19:22+00:00
objets-trouves-restitution,b3c95d395c7d18a93e075b574fa5e454818d42c9,2023-04-06T09:01:33.082Z,0087113001,2020-12-30T14:25:06+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-12-28T12:12:38+00:00
objets-trouves-restitution,d60be2886e70b272489d030faf5acce2bb8b9dbe,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-28T10:27:46+00:00
objets-trouves-restitution,cc446d079ab79e95089f57a184371c0ce6b7ec88,2023-04-06T09:01:33.082Z,0087113001,2020-12-29T12:16:04+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-28T10:16:18+00:00
objets-trouves-restitution,b33fbbafc9aaed27e968848872f1811a3317b45e,2023-04-06T09:01:33.082Z,0087113001,2020-12-29T16:16:55+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-28T08:45:19+00:00
objets-trouves-restitution,eb110bb0637bb0f9f3de9c3bd39fa9bed0cc4cb2,2023-04-06T09:01:33.082Z,0087113001,2020-12-28T11:52:33+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-28T08:41:20+00:00
objets-trouves-restitution,afdada80008de0d62b69336403746047bc525a73,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-28T08:31:45+00:00
objets-trouves-restitution,a73ae81bbf4a3e8e936f9d7b1dcd9f696060f7e9,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-28T08:25:22+00:00
objets-trouves-restitution,778c0e35cd6ec79131cc9ff899898c477a6bcff1,2023-04-06T09:01:33.082Z,0087113001,2020-12-24T14:10:04+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-12-24T10:57:19+00:00
objets-trouves-restitution,ba5af6044f1ef03d16342838fea62b94e77a42ee,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-12-24T10:56:55+00:00
objets-trouves-restitution,64db64edfa7b276eed89ea6f9caedeb180320f84,2023-04-06T09:01:33.082Z,0087113001,2020-12-26T07:01:04+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-12-24T08:35:38+00:00
objets-trouves-restitution,26c96dcfa1cb47170ba724e9fc3cbaa50cf9856d,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-23T11:11:39+00:00
objets-trouves-restitution,89a4828f2630e6622dd29c1a3ca2f96e8a229417,2023-04-06T09:01:33.082Z,0087113001,2021-03-25T10:33:44+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-23T09:26:39+00:00
objets-trouves-restitution,bdf29bd7cf86534737891b5e6bceaf9f0d9178bb,2023-04-06T09:01:33.082Z,0087113001,2021-01-04T12:19:39+00:00,Instruments de musique,Paris Est,Guitare,Objet trouvé,2020-12-23T09:14:03+00:00
objets-trouves-restitution,0443e047b70bc6913bbdc21074ed81cc9f88bfe9,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-22T13:32:16+00:00
objets-trouves-restitution,d97ba513db348dc921f6faf920fb82115c7f658c,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-22T13:25:10+00:00
objets-trouves-restitution,05de7c2a66a18ae4fa27fd8bde949c9ef11a1933,2023-04-06T09:01:33.082Z,0087113001,2020-12-23T11:29:33+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-12-22T13:21:12+00:00
objets-trouves-restitution,0284eecb9b5cbfe9d72a887ae48912ff4cbfed92,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-12-22T13:11:57+00:00
objets-trouves-restitution,4b7f97332518538a136c3aac606ace5ab83faf30,2023-04-06T09:01:33.082Z,0087113001,2020-12-29T18:04:12+00:00,"Vélos, trottinettes, accessoires 2 roues",Paris Est,Accessoires 2 roues,Objet trouvé,2020-12-22T13:05:27+00:00
objets-trouves-restitution,a8c7c5a60bae1c9dac4a3c85e5f7c88b9c92b43a,2023-04-06T09:01:33.082Z,0087113001,2020-12-24T07:53:36+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-12-21T11:55:46+00:00
objets-trouves-restitution,09f29c25846e6a33f822c216e43f2844ffed2c27,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-21T11:46:54+00:00
objets-trouves-restitution,90648378b1c1302565aedc1faadfb6bf60c73a22,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-21T11:38:34+00:00
objets-trouves-restitution,b8763ad7ffbd1a940e232603d5b4c47090b67980,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-21T07:30:38+00:00
objets-trouves-restitution,ce6390245e498b568099e53b86c11223c70038af,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-18T12:04:12+00:00
objets-trouves-restitution,4d4774d506f799b9d75e0efb367796d8ea692a73,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-18T08:54:02+00:00
objets-trouves-restitution,453c09beb1669885e696b47cd2f6d5d7750181ff,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-17T12:38:20+00:00
objets-trouves-restitution,16e315ac5beecdce0ec064a4e56977f7d34bd7cb,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-17T12:33:19+00:00
objets-trouves-restitution,1ed0ccc5e10b612d212ae5890e3488dba55c36ca,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-16T13:57:44+00:00
objets-trouves-restitution,a5add0fd5df1887b0c2fdcae3ab33676f9cdb2b6,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-16T10:34:13+00:00
objets-trouves-restitution,c6c4f28097617f5d34fbe4941717681d2e89ef86,2023-04-06T09:01:33.082Z,0087113001,2020-12-18T16:04:14+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-16T10:23:56+00:00
objets-trouves-restitution,5ad8d5de3d5f09f0505a865adaf67fd123f0c6d0,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-15T10:01:05+00:00
objets-trouves-restitution,a480c02d6dfb937fa302c2447e7b2b267609cf93,2023-04-06T09:01:33.082Z,0087113001,2020-12-17T17:35:17+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-15T09:45:24+00:00
objets-trouves-restitution,2979267c5d2e9c2ffb60e1bef075d728d4b589ce,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-15T09:40:41+00:00
objets-trouves-restitution,671e38b98d586c087ca342c5697c97d09231e582,2023-04-06T09:01:33.082Z,0087113001,2021-01-08T12:07:38+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-12-15T08:59:26+00:00
objets-trouves-restitution,f5031807fb79b8c9b76bf13875638b5ea40d4d5b,2023-04-06T09:01:33.082Z,0087113001,2020-12-14T15:11:40+00:00,Pièces d'identités et papiers personnels,Paris Est,Pièce d'identité personnelle et autre,Objet trouvé,2020-12-14T15:07:19+00:00
objets-trouves-restitution,07b3da912a4af1a9a9051a1efc6acf97c78bad9f,2023-04-06T09:01:33.082Z,0087113001,2020-12-14T14:11:34+00:00,Optique,Paris Est,Lunettes en étui,Objet trouvé,2020-12-14T14:06:29+00:00
objets-trouves-restitution,3b6a093a31a9f11e8c36757641e324be2ccf3e8c,2023-04-06T09:01:33.082Z,0087113001,,Optique,Paris Est,Lunettes en étui,Objet trouvé,2020-12-14T14:06:18+00:00
objets-trouves-restitution,c017e7e903568a35044b3a043103dc919e20ac15,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-11T13:01:46+00:00
objets-trouves-restitution,585320fc5c9cc94ab3d4a322a0ce1191503a39c9,2023-04-06T09:01:33.082Z,0087113001,2020-12-12T08:33:44+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-11T12:52:09+00:00
objets-trouves-restitution,7a7045d1b820b29c06717765f8768612c6ab517f,2023-04-06T09:01:33.082Z,0087113001,2020-12-11T12:47:33+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-11T12:45:02+00:00
objets-trouves-restitution,b3c085e31e05ef4d05435cba4fe1c4b6b4974d36,2023-04-06T09:01:33.082Z,0087113001,2020-12-11T08:11:34+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2020-12-10T17:07:34+00:00
objets-trouves-restitution,493b27d2e4c959a4d4103379324d4c5770e7f673,2023-04-06T09:01:33.082Z,0087113001,2020-12-10T16:59:56+00:00,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-12-10T16:56:43+00:00
objets-trouves-restitution,eb6eb1aa7ac4b71f77bbe5a582f720f8bd85d378,2023-04-06T09:01:33.082Z,0087113001,2020-12-10T15:35:27+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Sacoche ventrale, banane",Objet trouvé,2020-12-10T15:19:54+00:00
objets-trouves-restitution,604c5e492b76e4394da7540eca33ed07bbc6df9e,2023-04-06T09:01:33.082Z,0087113001,2021-01-21T12:47:19+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-10T10:42:06+00:00
objets-trouves-restitution,0b3dfd04c131b0b3668db6c074a37bafca7f02fc,2023-04-06T09:01:33.082Z,0087113001,,Divers,Paris Est,Autres divers,Objet trouvé,2020-12-09T11:05:25+00:00
objets-trouves-restitution,5193aac7470894f4dd673e217f1528d5b9761ccb,2023-04-06T09:01:33.082Z,0087113001,2020-12-10T13:57:09+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-09T09:14:22+00:00
objets-trouves-restitution,6849f26c71c0472653273bf986bf5e4ecb488008,2023-04-06T09:01:33.082Z,0087113001,2020-12-07T15:41:26+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-12-07T15:26:23+00:00
objets-trouves-restitution,bf3c91fe8dc960cdf9dd80911d91e705da4013f7,2023-04-06T09:01:33.082Z,0087113001,2020-12-07T10:02:15+00:00,Divers,Paris Est,Autres divers,Objet trouvé,2020-12-07T09:57:51+00:00
objets-trouves-restitution,fbb51a1ec2dd5d6667a3e0a50017bcf19f9cf167,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2020-12-03T13:16:31+00:00
objets-trouves-restitution,d244510fab64bd6d694d9d548ed34f2d9ee1787d,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-03T09:44:46+00:00
objets-trouves-restitution,f6ef689206f604f73e2527dd1c1c12d6dd3d7b9a,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-03T09:36:43+00:00
objets-trouves-restitution,91dd1c2e4e7c515f9cc267818bbe965f61a15fad,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-03T09:36:26+00:00
objets-trouves-restitution,2096abe84a21c12069822d7afff532b26de3a5e3,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-03T09:30:41+00:00
objets-trouves-restitution,c0c32af6c1a11fb373abf73c85de8b7a77ac6638,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-12-03T09:22:10+00:00
objets-trouves-restitution,23a4ecc547fa22a96a584a2e30feb151519d5db4,2023-04-06T09:01:33.082Z,0087113001,,Pièces d'identités et papiers personnels,Paris Est,Pièce d'identité personnelle et autre,Objet trouvé,2020-12-01T12:36:55+00:00
objets-trouves-restitution,352d69cda26e50cd271b148327f2176eeee7c8bc,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,"Nécessaire, mallette de toilette, sac de maquillage",Objet trouvé,2020-12-01T12:19:43+00:00
objets-trouves-restitution,aa5a3809b74941d9852d19c1d3af2390b9856749,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2020-12-01T11:46:37+00:00
objets-trouves-restitution,3d87a847a1b8c325d6d8d1e976206fb3d7ed3656,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-12-01T09:38:39+00:00
objets-trouves-restitution,d50f5a8ef46e0d01bfca66579416aacb3edd740b,2023-04-06T09:01:33.082Z,0087113001,2020-12-01T07:54:34+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-12-01T07:21:00+00:00
objets-trouves-restitution,b2309b4cb10c87648f6061d0a315bfdb0b7cc2c3,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-11-30T16:58:13+00:00
objets-trouves-restitution,ed13e885f6eee7719c6ad76379176cf11135e0be,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-11-30T16:17:07+00:00
objets-trouves-restitution,72f3f594677fb7cfaa6cbebe823a18fa2443bc2d,2023-04-06T09:01:33.082Z,0087113001,2020-12-01T15:02:34+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-11-30T13:52:46+00:00
objets-trouves-restitution,3cc3428a72a39374b70cfbea016fb626944e8ad6,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-11-30T13:01:51+00:00
objets-trouves-restitution,3a5727253e7a5b54f0cfb54496a8ba655880463e,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-11-30T12:38:36+00:00
objets-trouves-restitution,522ca8f2110e4d9d4589cfcd8820ee732d873937,2023-04-06T09:01:33.082Z,0087113001,2020-11-30T12:33:38+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-11-30T12:13:03+00:00
objets-trouves-restitution,93a51a6f67d5259229df4addc0eae94e9137a131,2023-04-06T09:01:33.082Z,0087113001,2020-11-30T15:39:00+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-30T12:01:26+00:00
objets-trouves-restitution,e3d71cd4d164310cb880cd36bfbce2571be2e00d,2023-04-06T09:01:33.082Z,0087113001,,Pièces d'identités et papiers personnels,Paris Est,"Diplôme, papiers personnels",Objet trouvé,2020-11-30T11:48:45+00:00
objets-trouves-restitution,0ad71ea6609977c9c7f7447536357098e1c121b1,2023-04-06T09:01:33.082Z,0087113001,2020-12-14T17:29:20+00:00,Pièces d'identités et papiers personnels,Paris Est,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-11-30T11:30:59+00:00
objets-trouves-restitution,af8cf6174a15dbac4a792e6ca03c81d7c7e1c3a2,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-28T16:07:43+00:00
objets-trouves-restitution,4139c764fc15665594e0ec9b534f2c50cc6e4f4b,2023-04-06T09:01:33.082Z,0087113001,,Pièces d'identités et papiers personnels,Paris Est,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-11-28T10:58:02+00:00
objets-trouves-restitution,b820d6ac5fa3e40297d96c4dd29db477ca93469f,2023-04-06T09:01:33.082Z,0087113001,,Divers,Paris Est,Autres divers,Objet trouvé,2020-11-28T10:44:18+00:00
objets-trouves-restitution,6069e58c7c0472c4dbe3f5a7a0c1b496f713a54e,2023-04-06T09:01:33.082Z,0087113001,,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-11-28T10:10:27+00:00
objets-trouves-restitution,abc6ea89c2e2bef43a24e7bf5f1c24a2e1949110,2023-04-06T09:01:33.082Z,0087113001,2020-11-27T15:40:56+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-11-27T09:47:16+00:00
objets-trouves-restitution,4883cd28e4c71cb9d376199d24712773e9c31ba5,2023-04-06T09:01:33.082Z,0087113001,2020-12-18T16:09:56+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,"Valise, sac sur roulettes",Objet trouvé,2020-11-26T16:31:16+00:00
objets-trouves-restitution,17aac8f93f0c7e5c4f25a5dff8588da057bb2372,2023-04-06T09:01:33.082Z,0087113001,2020-11-26T15:34:13+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-11-26T12:29:49+00:00
objets-trouves-restitution,9d5ba4f7037f65f41012d2884a0cae0b7a99c783,2023-04-06T09:01:33.082Z,0087113001,,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à main,Objet trouvé,2020-11-26T12:06:02+00:00
objets-trouves-restitution,3e8585edd225c59d48e07905b8e085c2e5bda704,2023-04-06T09:01:33.082Z,0087113001,2020-12-01T14:40:09+00:00,"Clés, porte-clés, badge magnétique",Paris Est,Badge magnétique,Objet trouvé,2020-11-26T10:45:27+00:00
objets-trouves-restitution,f160273c4f2bc6ffdab94436d40cf52d3bf512d8,2023-04-06T09:01:33.082Z,0087113001,,Pièces d'identités et papiers personnels,Paris Est,Autre pièce ou papier personnel,Objet trouvé,2020-11-26T10:39:30+00:00
objets-trouves-restitution,366eadce7ffef706a9fef282610299e7fc014e22,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-26T10:22:30+00:00
objets-trouves-restitution,7613602d9f726d4b5b69aa82e682f5bcb001a092,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-26T09:56:23+00:00
objets-trouves-restitution,14bc638e7c34ff5b0d0c9c3c4a7c6ad6b9e140ce,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-26T09:56:03+00:00
objets-trouves-restitution,8923bba2244ef0e9c6cdd174071444502e2cab5c,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-24T14:50:32+00:00
objets-trouves-restitution,849c7723a92492b8c31827ec39de9f57e54a2390,2023-04-06T09:01:33.082Z,0087113001,2020-11-24T14:25:15+00:00,"Bagagerie: sacs, valises, cartables",Paris Est,Sac à dos,Objet trouvé,2020-11-24T14:12:47+00:00
objets-trouves-restitution,b387932ee6bd92e72cbfb3d7421811571c60106a,2023-04-06T09:01:33.082Z,0087113001,2020-12-01T14:28:39+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2020-11-24T11:37:23+00:00
objets-trouves-restitution,59821212c0107c04a89483267ec6265724e4a7f1,2023-04-06T09:01:33.082Z,0087113001,,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-11-24T09:57:53+00:00
objets-trouves-restitution,caa9ae792d37d4c7fb9cc07274cc6d42c4de3de8,2023-04-06T09:01:33.082Z,0087113001,,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-11-24T09:50:27+00:00
objets-trouves-restitution,a8177b1b342877b79502adf0f71ab38cfec8af26,2023-04-06T09:01:33.082Z,0087113001,,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-11-24T09:38:59+00:00
objets-trouves-restitution,932b0be528e5cb35a809594ba20b49f424a9791b,2023-04-06T09:01:33.082Z,0087113001,2020-11-24T09:14:42+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Est,Téléphone portable,Objet trouvé,2020-11-23T13:42:05+00:00
objets-trouves-restitution,a119f0cc85f8ac454bb94f03b76597d2e1bfd741,2023-04-06T09:01:33.082Z,0087113001,,Pièces d'identités et papiers personnels,Paris Est,Pièce d'identité personnelle et autre,Objet trouvé,2020-11-20T14:42:44+00:00
objets-trouves-restitution,d523a3888d998d8829dca4555ca1830f4db52c6d,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-20T13:41:41+00:00
objets-trouves-restitution,4b03158d89ee05d827cca34ae2854b544da04ccd,2023-04-06T09:01:33.082Z,0087113001,,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-11-18T13:50:20+00:00
objets-trouves-restitution,dcd7b80fae3ab47ac125c05aceacd8a33dccdc69,2023-04-06T09:01:33.082Z,0087113001,,"Clés, porte-clés, badge magnétique",Paris Est,"Clés, porte-clés",Objet trouvé,2020-11-18T09:59:36+00:00
objets-trouves-restitution,7785ba605a5f1b74559e80a6eb1c473f73a608a7,2023-04-06T09:01:33.082Z,0087113001,,"Porte-monnaie / portefeuille, argent, titres",Paris Est,"Porte-monnaie, portefeuille",Objet trouvé,2020-11-18T09:22:57+00:00
objets-trouves-restitution,7ec86bd359160c7e5d8879f91e1cce887cab9090,2023-04-06T09:01:33.082Z,0087113001,2020-11-23T10:25:38+00:00,Pièces d'identités et papiers personnels,Paris Est,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2020-11-17T16:50:19+00:00
