datasetid,recordid,record_timestamp,fields.gc_obo_gare_origine_r_code_uic_c,fields.gc_obo_date_heure_restitution_c,fields.gc_obo_type_c,fields.gc_obo_gare_origine_r_name,fields.gc_obo_nature_c,fields.gc_obo_nom_recordtype_sc_c,fields.date
objets-trouves-restitution,af352f82351cc37bdcd8d89df749b2f73faa686b,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à main,Objet trouvé,2021-08-15T20:46:37+00:00
objets-trouves-restitution,459bd58125cd04af87964400765238307c1c7a79,2023-04-06T09:01:33.082Z,0087686667,2021-09-13T13:36:20+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-08-15T20:22:10+00:00
objets-trouves-restitution,d59cae62c05097ec208b2b33ee4bcd71acebec99,2023-04-06T09:01:33.082Z,0087686667,2021-08-15T17:36:34+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2021-08-15T17:35:03+00:00
objets-trouves-restitution,c0ad11455e1f9e17227019a1d534010e4aff3f0b,2023-04-06T09:01:33.082Z,0087686667,2021-08-15T16:21:20+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-08-15T16:19:09+00:00
objets-trouves-restitution,9859788ead7f41fb2e0418b8cefcc33305b8b73a,2023-04-06T09:01:33.082Z,0087686667,2021-08-15T14:37:07+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2021-08-15T14:35:00+00:00
objets-trouves-restitution,19fdfefa271fa2459ca197cb425b003c332c7c6e,2023-04-06T09:01:33.082Z,0087686667,2021-08-15T12:11:30+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-08-15T12:09:51+00:00
objets-trouves-restitution,f600da04d2b36c82bfb72050ffeedbdf9a36a870,2023-04-06T09:01:33.082Z,0087686667,2021-08-22T18:34:19+00:00,"Articles de sport, loisirs, camping",Paris Bercy,Tente,Objet trouvé,2021-08-15T12:08:34+00:00
objets-trouves-restitution,538f77cb85aa54f74a8614478a9de18220d9a122,2023-04-06T09:01:33.082Z,0087686667,2021-08-21T17:45:04+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,"Ordinateur, ordinateur portable, notebook protégé (étui, housse,…)",Objet trouvé,2021-08-15T12:04:41+00:00
objets-trouves-restitution,ddf8cd55b3a80fd5fae763dc58958df9d02f513b,2023-04-06T09:01:33.082Z,0087686667,,Pièces d'identités et papiers personnels,Paris Bercy,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2021-08-15T11:57:38+00:00
objets-trouves-restitution,c948f536e7a012b254f5084fded523b0aea473ea,2023-04-06T09:01:33.082Z,0087686667,,"Vêtements, chaussures",Paris Bercy,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2021-08-14T19:54:00+00:00
objets-trouves-restitution,bdce815f21bbdd4142a2c205f7e38c2862743181,2023-04-06T09:01:33.082Z,0087686667,2021-08-14T19:27:37+00:00,"Vêtements, chaussures",Paris Bercy,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2021-08-14T19:20:24+00:00
objets-trouves-restitution,2a43d9e9e93fb1acf69b1d5d0f55f08c157c4bc0,2023-04-06T09:01:33.082Z,0087686667,2021-08-18T09:20:54+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2021-08-14T18:53:52+00:00
objets-trouves-restitution,2daf821f493e395f5da4a5917a603120fab7e2d1,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-08-14T18:25:18+00:00
objets-trouves-restitution,b7906830c1004aaab5d71efe2788fdf9dbcb8500,2023-04-06T09:01:33.082Z,0087686667,,"Bijoux, montres",Paris Bercy,Bague,Objet trouvé,2021-08-10T12:36:35+00:00
objets-trouves-restitution,b2a9d4db268f48e8ef2cf984e89bbeda478f672c,2023-04-06T09:01:33.082Z,0087686667,2021-08-20T16:56:38+00:00,Pièces d'identités et papiers personnels,Paris Bercy,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2021-08-10T12:30:11+00:00
objets-trouves-restitution,b74cc1da84111410bb41fcdee2539c6644a2ddb4,2023-04-06T09:01:33.082Z,0087686667,,Optique,Paris Bercy,Etui à lunettes vide,Objet trouvé,2021-08-10T12:25:21+00:00
objets-trouves-restitution,49a0ab3e3f49672d8d4cf1837b46f6be98ccec6e,2023-04-06T09:01:33.082Z,0087686667,,"Clés, porte-clés, badge magnétique",Paris Bercy,"Clés, porte-clés",Objet trouvé,2021-08-10T12:18:20+00:00
objets-trouves-restitution,020f72a57fce1fe275c8fc2601f3af4f8ed9f1b4,2023-04-06T09:01:33.082Z,0087686667,2021-08-10T11:26:24+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2021-08-10T11:22:45+00:00
objets-trouves-restitution,b9f742ff3506ea8128a096c1479327666856dfae,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2021-08-10T11:02:57+00:00
objets-trouves-restitution,3affea53654f0085f4c37acc0be8560ed38a0387,2023-04-06T09:01:33.082Z,0087686667,,Optique,Paris Bercy,Lunettes en étui,Objet trouvé,2021-08-09T12:43:55+00:00
objets-trouves-restitution,da6f43752535698f4d710c0a08f8ca33538605ce,2023-04-06T09:01:33.082Z,0087686667,2021-08-09T19:48:14+00:00,"Clés, porte-clés, badge magnétique",Paris Bercy,"Clés, porte-clés",Objet trouvé,2021-08-09T12:14:14+00:00
objets-trouves-restitution,120da79c8ff4854a5004828f0c1e2a7440c3d738,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à main,Objet trouvé,2021-08-09T07:51:36+00:00
objets-trouves-restitution,25242ae7d6a2e7ff0f10a8fb22d401c380c28ec2,2023-04-06T09:01:33.082Z,0087686667,,"Articles de sport, loisirs, camping",Paris Bercy,"Outils, Accesoires",Objet trouvé,2021-08-09T07:32:03+00:00
objets-trouves-restitution,3540f5a598c397eae571f70363597d9599373019,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-08-09T07:23:45+00:00
objets-trouves-restitution,9b3e1f3331f73e759004cf662b54691585f97e6a,2023-04-06T09:01:33.082Z,0087686667,,"Articles de sport, loisirs, camping",Paris Bercy,"Outils, Accesoires",Objet trouvé,2021-08-08T20:06:15+00:00
objets-trouves-restitution,146fe0a668a51410a3beb5b3e3082766d04f83eb,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2021-08-08T09:33:05+00:00
objets-trouves-restitution,5dfe4b118aceca66b79b3a34c30673ced0b70058,2023-04-06T09:01:33.082Z,0087686667,,"Clés, porte-clés, badge magnétique",Paris Bercy,"Clés, porte-clés",Objet trouvé,2021-08-08T05:19:10+00:00
objets-trouves-restitution,7d7170eaedb52b46d8914ca63bcb6e04e88ad653,2023-04-06T09:01:33.082Z,0087686667,,Optique,Paris Bercy,Lunettes,Objet trouvé,2021-08-08T05:12:12+00:00
objets-trouves-restitution,8de6e6ae69682242490eb880ce6ee212e0eb95ac,2023-04-06T09:01:33.082Z,0087686667,2021-08-06T17:24:36+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2021-08-04T21:36:45+00:00
objets-trouves-restitution,1f278208b5b1fffcae21b968fa81391781fbc2f4,2023-04-06T09:01:33.082Z,0087686667,,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2021-08-04T04:53:14+00:00
objets-trouves-restitution,174b855e9ae15c0450874ec41a9b6f2ae13a35c5,2023-04-06T09:01:33.082Z,0087686667,,"Vélos, trottinettes, accessoires 2 roues",Paris Bercy,Vélo,Objet trouvé,2021-08-04T04:35:46+00:00
objets-trouves-restitution,3d2af6469accdac97b8370ca0feb933863a055b4,2023-04-06T09:01:33.082Z,0087686667,,Pièces d'identités et papiers personnels,Paris Bercy,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2021-08-03T14:30:54+00:00
objets-trouves-restitution,5f22353f1b0c6dfb1d1bb896f18f213804757c80,2023-04-06T09:01:33.082Z,0087686667,2021-08-12T06:47:37+00:00,Pièces d'identités et papiers personnels,Paris Bercy,Pièce d'identité personnelle et autre,Objet trouvé,2021-08-01T18:39:34+00:00
objets-trouves-restitution,bfa4a76e9895d44e80228129fb4f6fed9185685b,2023-04-06T09:01:33.082Z,0087686667,2021-08-06T19:56:31+00:00,Pièces d'identités et papiers personnels,Paris Bercy,Pièce d'identité personnelle et autre,Objet trouvé,2021-08-01T17:37:50+00:00
objets-trouves-restitution,7c7ba9a8a1c8ccbac79724d1b192f85710205ebe,2023-04-06T09:01:33.082Z,0087686667,2021-08-01T17:30:52+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2021-07-30T17:34:46+00:00
objets-trouves-restitution,f6668f7e7f87e10a329ab54564a6409a8f0d19dd,2023-04-06T09:01:33.082Z,0087686667,,Pièces d'identités et papiers personnels,Paris Bercy,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2021-07-30T11:36:58+00:00
objets-trouves-restitution,5f9f636277388c0e2cb8cf5d5ae81df47ba3d707,2023-04-06T09:01:33.082Z,0087686667,,Optique,Paris Bercy,Lunettes,Objet trouvé,2021-07-30T11:01:37+00:00
objets-trouves-restitution,3027f0004154ee07879f12f1d7e076c8b6f176ab,2023-04-06T09:01:33.082Z,0087686667,,Optique,Paris Bercy,Lunettes en étui,Objet trouvé,2021-07-27T11:24:23+00:00
objets-trouves-restitution,7b2f43938d39039d2649080de46c402ce7ce4bcf,2023-04-06T09:01:33.082Z,0087686667,2021-07-26T14:21:47+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,"Téléphone portable protégé (étui, coque,…)",Objet trouvé,2021-07-25T18:19:23+00:00
objets-trouves-restitution,e79ca048019ac7ba9d94feaef171a24f9c872026,2023-04-06T09:01:33.082Z,0087686667,2021-08-05T12:50:33+00:00,"Bagagerie: sacs, valises, cartables",Paris Bercy,"Valise, sac sur roulettes",Objet trouvé,2021-07-23T19:51:42+00:00
objets-trouves-restitution,7807d338412ea4172a797b391f72b1b43b5adf82,2023-04-06T09:01:33.082Z,0087686667,,"Bagagerie: sacs, valises, cartables",Paris Bercy,Sac à dos,Objet trouvé,2021-07-21T18:34:45+00:00
objets-trouves-restitution,77f8fedd82857f82cd81eac20f6c74fbd3f80ba4,2023-04-06T09:01:33.082Z,0087686667,,"Articles de sport, loisirs, camping",Paris Bercy,Tente,Objet trouvé,2021-07-21T11:53:26+00:00
objets-trouves-restitution,e42d0e43b2be69e1aa848ef6a7bec23fd520dbf0,2023-04-06T09:01:33.082Z,0087686667,2021-07-21T16:54:11+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Bercy,Livre numérique,Objet trouvé,2021-07-20T19:08:13+00:00
objets-trouves-restitution,dcc98e98725f0b2175c4bdb86509cef162c65524,2023-04-06T09:01:33.082Z,0087686667,,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2021-07-20T04:25:31+00:00
objets-trouves-restitution,325ce1f1517c09ef174a4e69a093abe208c99d1b,2023-04-06T09:01:33.082Z,0087686667,,"Porte-monnaie / portefeuille, argent, titres",Paris Bercy,"Porte-monnaie, portefeuille",Objet trouvé,2021-07-20T04:07:32+00:00
