datasetid,recordid,record_timestamp,fields.gc_obo_gare_origine_r_code_uic_c,fields.gc_obo_date_heure_restitution_c,fields.gc_obo_type_c,fields.gc_obo_gare_origine_r_name,fields.gc_obo_nature_c,fields.gc_obo_nom_recordtype_sc_c,fields.date
objets-trouves-restitution,873467ee9f335b9bfd2b86ad8f77604de9a88fe8,2023-04-06T09:01:33.082Z,0087547000,2019-06-07T12:22:37+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-06-07T12:21:22+00:00
objets-trouves-restitution,2fb9bd2b3cb5760a95f0c8812778234e256a5ec7,2023-04-06T09:01:33.082Z,0087547000,2019-06-06T17:10:43+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-06-06T17:05:46+00:00
objets-trouves-restitution,367b6b186b7636c655ce63bf4eeaaa78af19fccb,2023-04-06T09:01:33.082Z,0087547000,2019-06-07T13:26:59+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-06-04T14:24:25+00:00
objets-trouves-restitution,a42b8e0edf026ff223c9945694118ac7b0366d05,2023-04-06T09:01:33.082Z,0087547000,2019-06-04T12:28:53+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-06-04T12:24:43+00:00
objets-trouves-restitution,d32c42708abb161f57ad31484c2d38126c37878d,2023-04-06T09:01:33.082Z,0087547000,2019-06-04T09:08:11+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-06-04T09:06:14+00:00
objets-trouves-restitution,1d3c92a4caadbe6068ac00159f3ce10dabc3c35b,2023-04-06T09:01:33.082Z,0087547000,2019-06-03T17:14:23+00:00,Pièces d'identités et papiers personnels,Paris Austerlitz,Pièce d'identité personnelle et autre,Objet trouvé,2019-06-03T17:08:33+00:00
objets-trouves-restitution,3dcbb692382c762dcd25ccc876ec42b9ed62c559,2023-04-06T09:01:33.082Z,0087547000,2019-06-03T07:17:48+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-06-03T07:08:51+00:00
objets-trouves-restitution,b5bc90f5bcff0253016a2339e1592138ce8e58fb,2023-04-06T09:01:33.082Z,0087547000,2019-05-31T14:50:54+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2019-05-31T14:43:13+00:00
objets-trouves-restitution,7cd3cb45334687ec8bb4b744f308625d2e12855c,2023-04-06T09:01:33.082Z,0087547000,2019-05-29T16:44:51+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-29T13:25:18+00:00
objets-trouves-restitution,9a0aba2e5f398c38e66e5e0a9fe7146bdafc61c2,2023-04-06T09:01:33.082Z,0087547000,2019-05-29T07:42:58+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-05-29T07:41:33+00:00
objets-trouves-restitution,879c2691f3e781e25277423f25ae89d5edbf490f,2023-04-06T09:01:33.082Z,0087547000,2019-05-28T17:52:58+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-05-28T17:50:12+00:00
objets-trouves-restitution,9a633c87b42c67b0e378a98c81f8e0c41e8dda17,2023-04-06T09:01:33.082Z,0087547000,2019-05-28T14:39:31+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-05-28T14:35:17+00:00
objets-trouves-restitution,7c1c0fbb17ef5ad45f14206b41a1b9ec46c182e0,2023-04-06T09:01:33.082Z,0087547000,2019-05-28T14:53:09+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-28T14:24:23+00:00
objets-trouves-restitution,690390ac4fbb2132362561362858a5f40063032c,2023-04-06T09:01:33.082Z,0087547000,2019-05-27T13:47:20+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à main,Objet trouvé,2019-05-27T13:25:17+00:00
objets-trouves-restitution,65d22b60ab541e0ffc9841b37675ed4b5c6a75ab,2023-04-06T09:01:33.082Z,0087547000,2019-05-28T08:53:31+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-27T08:36:04+00:00
objets-trouves-restitution,a3472bf18b69f3005d0ceb5f035f9deb1705dd23,2023-04-06T09:01:33.082Z,0087547000,2019-05-25T09:20:12+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-05-25T09:12:36+00:00
objets-trouves-restitution,b9fe3e3d807c4a09fecb2df1c98a87cd6d688e5a,2023-04-06T09:01:33.082Z,0087547000,2019-05-24T07:10:33+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-05-24T07:08:46+00:00
objets-trouves-restitution,63548fd1c3ec4399aad75666aadc263c7d088157,2023-04-06T09:01:33.082Z,0087547000,2019-05-24T06:11:12+00:00,"Clés, porte-clés, badge magnétique",Paris Austerlitz,"Clés, porte-clés",Objet trouvé,2019-05-24T06:09:58+00:00
objets-trouves-restitution,075b7e9a3ba73502bdaec27f038e1fe779e87b36,2023-04-06T09:01:33.082Z,0087547000,2019-05-21T13:10:33+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-05-21T12:18:47+00:00
objets-trouves-restitution,f6333ebc1512637ce0e559cf88a88a846e3fbee7,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-05-21T07:31:23+00:00
objets-trouves-restitution,69639ccd0750c4e9edf740c8338c863ea34c89cd,2023-04-06T09:01:33.082Z,0087547000,2019-05-17T10:10:53+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-05-17T10:09:07+00:00
objets-trouves-restitution,5d7837bcf6201fa843cbb773cdb4f1cbf796ca1c,2023-04-06T09:01:33.082Z,0087547000,2019-05-16T15:51:53+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-05-16T15:49:24+00:00
objets-trouves-restitution,513d59da6ae98582fd0d81f1b872e1aba436cb73,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-16T13:13:19+00:00
objets-trouves-restitution,d9144d84b54fa44da070f5ebc6c4b08dcb33ac35,2023-04-06T09:01:33.082Z,0087547000,2019-05-24T07:41:26+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-05-16T10:54:41+00:00
objets-trouves-restitution,b0e5cc31bf03fdcc760731f91f74cd928a68027a,2023-04-06T09:01:33.082Z,0087547000,2019-05-15T12:48:14+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-05-15T12:46:07+00:00
objets-trouves-restitution,f95d5fda1611a76da2922cd53cd71322a6ce763f,2023-04-06T09:01:33.082Z,0087547000,2019-05-11T13:31:46+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-11T13:30:04+00:00
objets-trouves-restitution,3c24197b5e8d0c50daa2020add6f426b141df84c,2023-04-06T09:01:33.082Z,0087547000,2019-05-24T07:43:02+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-05-07T08:50:06+00:00
objets-trouves-restitution,97fec15d03f60bbe0b105b1ce08fad074f5c52f5,2023-04-06T09:01:33.082Z,0087547000,2019-05-03T12:09:25+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-05-03T12:06:38+00:00
objets-trouves-restitution,ee2b9152f83fdb8fb5b80004645b4cc8ae1e4b8f,2023-04-06T09:01:33.082Z,0087547000,,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2019-05-03T12:03:04+00:00
objets-trouves-restitution,9b1c346fa9faf2bf0a44f1ddaed80a876da1c6ab,2023-04-06T09:01:33.082Z,0087547000,,Pièces d'identités et papiers personnels,Paris Austerlitz,Pièce d'identité personnelle et autre,Objet trouvé,2019-05-02T20:07:49+00:00
objets-trouves-restitution,e2bef5b533d99cceac01d3b5417878055619ef01,2023-04-06T09:01:33.082Z,0087547000,2019-05-03T12:15:47+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-05-02T10:01:44+00:00
objets-trouves-restitution,dde4c1abea50cbb08191aee6258ed62e9aa4d09b,2023-04-06T09:01:33.082Z,0087547000,2019-05-03T12:17:01+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-05-02T08:32:10+00:00
objets-trouves-restitution,8b000c059e39f1e4664744c847cb0ca0506b7dc8,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:54:15+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-05-01T14:50:20+00:00
objets-trouves-restitution,78836ecf78a84098be8304e75760d7a0aa7c3fb0,2023-04-06T09:01:33.082Z,0087547000,2019-05-01T11:46:27+00:00,"Vélos, trottinettes, accessoires 2 roues",Paris Austerlitz,Autre petit véhicule,Objet trouvé,2019-05-01T11:44:13+00:00
objets-trouves-restitution,72bee44f80be49d99a6bd91ca60447e6f5fb8c31,2023-04-06T09:01:33.082Z,0087547000,2019-05-11T15:24:06+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-30T17:58:32+00:00
objets-trouves-restitution,489200ed836e92480efce9ec2d94e5e7bc417338,2023-04-06T09:01:33.082Z,0087547000,2019-04-29T14:45:39+00:00,"Vêtements, chaussures",Paris Austerlitz,Gants,Objet trouvé,2019-04-29T14:39:47+00:00
objets-trouves-restitution,a716a2986a42e0301cebb8c68a67abcb38ceb62c,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:51:43+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-27T12:27:09+00:00
objets-trouves-restitution,d4adde72cb65d82209b5e7dbf6d627b36bd42651,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Téléviseur, magnétoscope, lecteur DVD, radio",Objet trouvé,2019-04-26T17:27:33+00:00
objets-trouves-restitution,162bca8f2c4180d8e6e53d303fe8e0c4b59b3aed,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:51:58+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche ventrale, banane",Objet trouvé,2019-04-24T16:43:44+00:00
objets-trouves-restitution,f8dbd458bb23b967360a54ba4025b1ff7acb9a37,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Tablette tactile,Objet trouvé,2019-04-23T14:32:43+00:00
objets-trouves-restitution,cae338be7784128aab23834e69ff9529016df29c,2023-04-06T09:01:33.082Z,0087547000,2019-04-23T08:17:50+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sacoche pour ordinateur, photo, vidéo",Objet trouvé,2019-04-23T07:42:46+00:00
objets-trouves-restitution,faf3be04c182ff252dc9e35c31df01c5eb217fc7,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-18T10:50:28+00:00
objets-trouves-restitution,594188b30e68d1912eed8685c96f7e456bbe9837,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:52:15+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-04-18T08:32:20+00:00
objets-trouves-restitution,802fa5b295e5cc0a70d258af3f92d49b2f1121b3,2023-04-06T09:01:33.082Z,0087547000,2019-04-18T07:47:50+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-04-16T17:41:46+00:00
objets-trouves-restitution,66141e554b90293a8c05ef5c5d68fd045110de4e,2023-04-06T09:01:33.082Z,0087547000,2019-04-17T06:33:41+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-04-16T17:39:19+00:00
objets-trouves-restitution,7939311cbe29bce8bf79db3cd663df389d65309f,2023-04-06T09:01:33.082Z,0087547000,2019-04-13T15:41:32+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-04-13T15:38:34+00:00
objets-trouves-restitution,0f1a273f14247384002fb9140caef8f33150485a,2023-04-06T09:01:33.082Z,0087547000,2019-04-12T16:54:08+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Appareil photo, caméscope/caméras et accessoires",Objet trouvé,2019-04-12T16:49:08+00:00
objets-trouves-restitution,6bf8238be01fc65b0ab9043a40f0201a0c01d3d2,2023-04-06T09:01:33.082Z,0087547000,,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-04-12T15:40:27+00:00
objets-trouves-restitution,f599b887d987eefae85be526a43115114c9dedcf,2023-04-06T09:01:33.082Z,0087547000,,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-04-12T15:04:09+00:00
objets-trouves-restitution,0eed21edc6f19347deaef188ea286e32b24149fc,2023-04-06T09:01:33.082Z,0087547000,2019-04-11T10:06:34+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-04-11T10:04:32+00:00
objets-trouves-restitution,43205dfe3250fbb536c1478a8526a498969d835a,2023-04-06T09:01:33.082Z,0087547000,2019-04-10T14:50:59+00:00,Pièces d'identités et papiers personnels,Paris Austerlitz,"Carte d'identité, passeport, permis de conduire",Objet trouvé,2019-04-10T13:50:32+00:00
objets-trouves-restitution,9a341f5aaa7051125d872bbbfc8ca1f91598ba9b,2023-04-06T09:01:33.082Z,0087547000,,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-04-10T11:20:38+00:00
objets-trouves-restitution,1161bea79b4ed7b144118817772b564478929b13,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:23:45+00:00,"Vêtements, chaussures",Paris Austerlitz,"Manteau, veste, blazer, parka, blouson, cape",Objet trouvé,2019-04-08T12:19:24+00:00
objets-trouves-restitution,81bb5ae2a1f61ac845b8eb9b692cb3e9231f578e,2023-04-06T09:01:33.082Z,0087547000,2019-04-08T07:55:31+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-04-05T17:20:58+00:00
objets-trouves-restitution,0be1e37f67efaf5d31e851ad146d0d8045c85a78,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-05T15:24:09+00:00
objets-trouves-restitution,ae5f83cdd0ca143b8accdc5dcdf3c0e5c6e552b5,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Tablette tactile protégée (étui, housse)",Objet trouvé,2019-04-05T15:19:16+00:00
objets-trouves-restitution,c61494602e9099010a47b19eeba4ab206bfa2cc3,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-05T15:09:37+00:00
objets-trouves-restitution,aecc61bd2ad851dbd04eaaa17bea97b3ee2b94e9,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-05T15:05:20+00:00
objets-trouves-restitution,0ccb46236b1998f48d1e26808be7ee6489d5cc50,2023-04-06T09:01:33.082Z,0087547000,2019-04-05T10:13:19+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-04-05T09:17:22+00:00
objets-trouves-restitution,87add486ec708ccc00156d5665a8e728db1cb860,2023-04-06T09:01:33.082Z,0087547000,2019-04-30T16:34:19+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Ordinateur, ordinateur portable, notebook",Objet trouvé,2019-04-05T09:04:58+00:00
objets-trouves-restitution,f9869e2187b3d6ce52f8031fd45257df8f7598b7,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:55+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-04-04T14:12:45+00:00
objets-trouves-restitution,69518af4674f8a12df6d80934c879aeb727c6456,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-04-04T07:08:36+00:00
objets-trouves-restitution,5cadd7fcf282a317487e04445aaa18c77a41b845,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:48+00:00,"Livres, articles de papéterie",Paris Austerlitz,Autres articles de papeterie,Objet trouvé,2019-04-03T13:51:06+00:00
objets-trouves-restitution,0c8b5576e52e0b4e37c95d09e3e3c69e5328f16c,2023-04-06T09:01:33.082Z,0087547000,,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-04-02T12:33:39+00:00
objets-trouves-restitution,998979943ca9743b719b71fc1689e50fa6b7e6fa,2023-04-06T09:01:33.082Z,0087547000,2019-03-30T10:55:08+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-30T10:51:32+00:00
objets-trouves-restitution,59475046c5415863d9609fad4a52f73498d99dbe,2023-04-06T09:01:33.082Z,0087547000,2019-04-09T06:47:29+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-03-29T17:22:19+00:00
objets-trouves-restitution,ea0e98adb672e7273e96924c268d0c64e5b156f7,2023-04-06T09:01:33.082Z,0087547000,,"Bijoux, montres",Paris Austerlitz,Montre,Objet trouvé,2019-03-28T17:07:33+00:00
objets-trouves-restitution,b6fd7ee953b52363db48945d8c74f64a84709b25,2023-04-06T09:01:33.082Z,0087547000,2019-03-29T08:58:04+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-28T11:47:04+00:00
objets-trouves-restitution,9050ac601f9d87a3f4db230efa724b3ced6d4006,2023-04-06T09:01:33.082Z,0087547000,2019-03-27T17:33:21+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac d'enseigne (plastique, papier, …)",Objet trouvé,2019-03-27T17:27:28+00:00
objets-trouves-restitution,17acc76c3296b1526cf7d5c327a03e836c4f1cb4,2023-04-06T09:01:33.082Z,0087547000,2019-03-27T14:30:07+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-03-27T14:21:57+00:00
objets-trouves-restitution,cd102dfee02c432c806c37792d324c533dcef274,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:40+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-03-22T16:38:01+00:00
objets-trouves-restitution,b69e7714fea9153a756ea07ba2d71f1d08665c86,2023-04-06T09:01:33.082Z,0087547000,2019-03-22T07:35:08+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-03-22T07:30:49+00:00
objets-trouves-restitution,a3e82a0bc1aa1097cf68a660544c8de971a1238c,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:34+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-21T18:28:41+00:00
objets-trouves-restitution,c2ca77b9d45fc366e1011e3f72856ba427cd1b0c,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:24+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-03-21T07:52:48+00:00
objets-trouves-restitution,0f26da5bd718b4a870659ebdfbbaa9aff56ccef7,2023-04-06T09:01:33.082Z,0087547000,2019-03-21T08:26:31+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-03-20T17:47:13+00:00
objets-trouves-restitution,6d4cb866a355cae39c95466504959b276bc92213,2023-04-06T09:01:33.082Z,0087547000,2019-03-19T15:53:33+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-19T15:45:02+00:00
objets-trouves-restitution,d4db834a48b21b0b61f8c3ee5348a2816b6bc8b2,2023-04-06T09:01:33.082Z,0087547000,2019-03-19T15:21:18+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-03-19T15:19:20+00:00
objets-trouves-restitution,2e009404fcf62c7eb5d953def3e7617813ddea7c,2023-04-06T09:01:33.082Z,0087547000,2019-03-19T11:56:46+00:00,Pièces d'identités et papiers personnels,Paris Austerlitz,Pièce d'identité personnelle et autre,Objet trouvé,2019-03-19T11:52:17+00:00
objets-trouves-restitution,062ff1b9373ac2b960ead8da0f60153e4f9da9a6,2023-04-06T09:01:33.082Z,0087547000,2019-03-19T08:42:27+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-03-19T08:37:55+00:00
objets-trouves-restitution,9bea114df14599c7e94b44db0716d0960f4634e0,2023-04-06T09:01:33.082Z,0087547000,2019-03-18T16:16:05+00:00,"Clés, porte-clés, badge magnétique",Paris Austerlitz,"Clés, porte-clés",Objet trouvé,2019-03-18T16:12:32+00:00
objets-trouves-restitution,f9ee6b898f0e13df3f7507c1eac3854c711153be,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:14+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Tablette tactile,Objet trouvé,2019-03-18T11:39:56+00:00
objets-trouves-restitution,d67c0b7f528792e8e8a60c25d5344f25cb2feae2,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:17:05+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-03-15T18:21:58+00:00
objets-trouves-restitution,9969b2ed15da1ce19a32b1380370d67d804c8795,2023-04-06T09:01:33.082Z,0087547000,2019-03-15T17:10:01+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-03-15T12:07:56+00:00
objets-trouves-restitution,0c162803774c01e464b922786c41dd3d101464e7,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:16:58+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-03-14T14:48:43+00:00
objets-trouves-restitution,a5c55b6476a34fe1f79c9b565bdb97ecdec81079,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:16:50+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à main,Objet trouvé,2019-03-14T14:23:53+00:00
objets-trouves-restitution,852112e3fb0bdec155fc53175b94f5f485c8b5ff,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:16:43+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-03-14T12:29:23+00:00
objets-trouves-restitution,405a9dc5c6871c9ff7967f2adf131488e6922e72,2023-04-06T09:01:33.082Z,0087547000,2019-04-12T06:12:23+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-14T12:26:15+00:00
objets-trouves-restitution,a39b331f4767d151c12a68bee2941d78ecfacddf,2023-04-06T09:01:33.082Z,0087547000,2019-03-14T13:42:23+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-13T15:40:37+00:00
objets-trouves-restitution,e31a121e5113551302fc4a634c2b5b5019a4e226,2023-04-06T09:01:33.082Z,0087547000,,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-03-12T09:30:45+00:00
objets-trouves-restitution,9558f8711c6019e55a3b62d231cba01e4bd3136e,2023-04-06T09:01:33.082Z,0087547000,2019-03-08T16:40:29+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,Sac à dos,Objet trouvé,2019-03-08T16:35:12+00:00
objets-trouves-restitution,132ece08ea54eb9c688ceb7e30a268a7c2731b3c,2023-04-06T09:01:33.082Z,0087547000,2019-03-08T10:04:04+00:00,"Clés, porte-clés, badge magnétique",Paris Austerlitz,"Clés, porte-clés",Objet trouvé,2019-03-08T09:59:59+00:00
objets-trouves-restitution,19edf61a393a0574dfb2ac382cbe9adc6449230a,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:16:34+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Sac de voyage, sac de sport, sac à bandoulière",Objet trouvé,2019-03-08T09:35:39+00:00
objets-trouves-restitution,f538cda23701e3fbdf92d93cec1b07756e8444ab,2023-04-06T09:01:33.082Z,0087547000,2019-03-12T10:59:09+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,Téléphone portable,Objet trouvé,2019-03-07T18:56:09+00:00
objets-trouves-restitution,0083cb3e000616482eca0f5f130059f299e5b92b,2023-04-06T09:01:33.082Z,0087547000,2019-03-08T16:46:50+00:00,"Appareils électroniques, informatiques, appareils photo",Paris Austerlitz,"Tablette tactile protégée (étui, housse)",Objet trouvé,2019-03-07T18:43:11+00:00
objets-trouves-restitution,6d0f8a35318ef7aedff725828ac54b1bc9522b2b,2023-04-06T09:01:33.082Z,0087547000,2023-02-07T18:16:21+00:00,"Bagagerie: sacs, valises, cartables",Paris Austerlitz,"Valise, sac sur roulettes",Objet trouvé,2019-03-07T16:07:22+00:00
objets-trouves-restitution,1e813166287fdd2fa5e8b9dff95855dfcc4261b2,2023-04-06T09:01:33.082Z,0087547000,2019-03-07T14:22:51+00:00,"Porte-monnaie / portefeuille, argent, titres",Paris Austerlitz,"Porte-monnaie, portefeuille",Objet trouvé,2019-03-07T14:21:15+00:00
